question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
92,cyclopentanethiol,C1CCC(C1)S,prop-2-enyl 3-cyclohexylpropanoate,C=CCOC(=O)CCC1CCCCC1,{C1CCC(C1)S;cyclopentanethiol};{C=CCOC(=O)CCC1CCCCC1;prop-2-enyl 3-cyclohexylpropanoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1CCC(C1)S or C=CCOC(=O)CCC1CCCCC1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: cyclopentanethiol or prop-2-enyl 3-cyclohexylpropanoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C=CCOC(=O)CCC1CCCCC1;prop-2-enyl 3-cyclohexylpropanoate,SMILES_1 PLEASANTNESS=16.8125;SMILES_2 PLEASANTNESS=59.446808511
93,2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,CC1(CCC(O1)C(C)(C)O)C=C,isothiocyanatomethylbenzene,C1=CC=C(C=C1)CN=C=S,{CC1(CCC(O1)C(C)(C)O)C=C;2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol};{C1=CC=C(C=C1)CN=C=S;isothiocyanatomethylbenzene},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC1(CCC(O1)C(C)(C)O)C=C or C1=CC=C(C=C1)CN=C=S? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol or isothiocyanatomethylbenzene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1(CCC(O1)C(C)(C)O)C=C;2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,SMILES_1 PLEASANTNESS=47.85;SMILES_2 PLEASANTNESS=14.326530612
94,1-(4-hydroxy-3-methoxyphenyl)ethanone,CC(=O)C1=CC(=C(C=C1)O)OC,3-methylbutanoic acid,CC(C)CC(=O)O,{CC(=O)C1=CC(=C(C=C1)O)OC;1-(4-hydroxy-3-methoxyphenyl)ethanone};{CC(C)CC(=O)O;3-methylbutanoic acid},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)C1=CC(=C(C=C1)O)OC or CC(C)CC(=O)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 1-(4-hydroxy-3-methoxyphenyl)ethanone or 3-methylbutanoic acid? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)C1=CC(=C(C=C1)O)OC;1-(4-hydroxy-3-methoxyphenyl)ethanone,SMILES_1 PLEASANTNESS=45.829787234;SMILES_2 PLEASANTNESS=13.604166667
95,3-methylbutyl octanoate,CCCCCCCC(=O)OCCC(C)C,"2,3-diethylpyrazine",CCC1=NC=CN=C1CC,"{CCCCCCCC(=O)OCCC(C)C;3-methylbutyl octanoate};{CCC1=NC=CN=C1CC;2,3-diethylpyrazine}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCC(=O)OCCC(C)C or CCC1=NC=CN=C1CC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 3-methylbutyl octanoate or 2,3-diethylpyrazine? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCC(=O)OCCC(C)C;3-methylbutyl octanoate,SMILES_1 PLEASANTNESS=50.276595745;SMILES_2 PLEASANTNESS=33.468085106
96,"1,1'-biphenyl",C1=CC=C(C=C1)C2=CC=CC=C2,(Z)-dec-4-en-1-ol,CCCCC/C=C\CCCO,"{C1=CC=C(C=C1)C2=CC=CC=C2;1,1'-biphenyl};{CCCCC/C=C\CCCO;(Z)-dec-4-en-1-ol}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1=CC=C(C=C1)C2=CC=CC=C2 or CCCCC/C=C\CCCO? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 1,1'-biphenyl or (Z)-dec-4-en-1-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCC/C=C\CCCO;(Z)-dec-4-en-1-ol,SMILES_1 PLEASANTNESS=32.428571429;SMILES_2 PLEASANTNESS=48.638297872
97,3-phenylpropyl propanoate,CCC(=O)OCCCC1=CC=CC=C1,2-methylfuran,CC1=CC=CO1,{CCC(=O)OCCCC1=CC=CC=C1;3-phenylpropyl propanoate};{CC1=CC=CO1;2-methylfuran},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC(=O)OCCCC1=CC=CC=C1 or CC1=CC=CO1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 3-phenylpropyl propanoate or 2-methylfuran? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1=CC=CO1;2-methylfuran,SMILES_1 PLEASANTNESS=34.595238095;SMILES_2 PLEASANTNESS=51.125
98,methyl (E)-non-2-enoate,CCCCCC/C=C/C(=O)OC,ethylbenzene,CCC1=CC=CC=C1,{CCCCCC/C=C/C(=O)OC;methyl (E)-non-2-enoate};{CCC1=CC=CC=C1;ethylbenzene},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCC/C=C/C(=O)OC or CCC1=CC=CC=C1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: methyl (E)-non-2-enoate or ethylbenzene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCC/C=C/C(=O)OC;methyl (E)-non-2-enoate,SMILES_1 PLEASANTNESS=50.853658537;SMILES_2 PLEASANTNESS=37.081632653
99,octanoic acid,CCCCCCCC(=O)O,benzaldehyde,C1=CC=C(C=C1)C=O,{CCCCCCCC(=O)O;octanoic acid};{C1=CC=C(C=C1)C=O;benzaldehyde},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCC(=O)O or C1=CC=C(C=C1)C=O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: octanoic acid or benzaldehyde? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C1=CC=C(C=C1)C=O;benzaldehyde,SMILES_1 PLEASANTNESS=26.697674419;SMILES_2 PLEASANTNESS=61.87755102
100,"1,1-dimethoxydecane",CCCCCCCCCC(OC)OC,"2-butan-2-yl-1,3-thiazole",CCC(C)C1=NC=CS1,"{CCCCCCCCCC(OC)OC;1,1-dimethoxydecane};{CCC(C)C1=NC=CS1;2-butan-2-yl-1,3-thiazole}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCCCC(OC)OC or CCC(C)C1=NC=CS1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 1,1-dimethoxydecane or 2-butan-2-yl-1,3-thiazole? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","CCCCCCCCCC(OC)OC;1,1-dimethoxydecane",SMILES_1 PLEASANTNESS=49.5;SMILES_2 PLEASANTNESS=23.93877551
101,6-methylhept-5-en-2-one,CC(=CCCC(=O)C)C,"2,3,5,6-tetramethylpyrazine",CC1=C(N=C(C(=N1)C)C)C,"{CC(=CCCC(=O)C)C;6-methylhept-5-en-2-one};{CC1=C(N=C(C(=N1)C)C)C;2,3,5,6-tetramethylpyrazine}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=CCCC(=O)C)C or CC1=C(N=C(C(=N1)C)C)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 6-methylhept-5-en-2-one or 2,3,5,6-tetramethylpyrazine? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=CCCC(=O)C)C;6-methylhept-5-en-2-one,SMILES_1 PLEASANTNESS=48.1875;SMILES_2 PLEASANTNESS=29.102040816
102,decan-1-ol,CCCCCCCCCCO,2-methyl-5-propan-2-ylphenol,CC1=C(C=C(C=C1)C(C)C)O,{CCCCCCCCCCO;decan-1-ol};{CC1=C(C=C(C=C1)C(C)C)O;2-methyl-5-propan-2-ylphenol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCCCCO or CC1=C(C=C(C=C1)C(C)C)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: decan-1-ol or 2-methyl-5-propan-2-ylphenol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1=C(C=C(C=C1)C(C)C)O;2-methyl-5-propan-2-ylphenol,SMILES_1 PLEASANTNESS=39.85106383;SMILES_2 PLEASANTNESS=50.102040816
103,pentanal,CCCCC=O,4-ethoxybenzaldehyde,CCOC1=CC=C(C=C1)C=O,{CCCCC=O;pentanal};{CCOC1=CC=C(C=C1)C=O;4-ethoxybenzaldehyde},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCC=O or CCOC1=CC=C(C=C1)C=O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: pentanal or 4-ethoxybenzaldehyde? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCOC1=CC=C(C=C1)C=O;4-ethoxybenzaldehyde,SMILES_1 PLEASANTNESS=42.3125;SMILES_2 PLEASANTNESS=66.191489362
104,2-methylbutan-1-ol,CCC(C)CO,2-phenylethyl acetate,CC(=O)OCCC1=CC=CC=C1,{CCC(C)CO;2-methylbutan-1-ol};{CC(=O)OCCC1=CC=CC=C1;2-phenylethyl acetate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCC(C)CO or CC(=O)OCCC1=CC=CC=C1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-methylbutan-1-ol or 2-phenylethyl acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)OCCC1=CC=CC=C1;2-phenylethyl acetate,SMILES_1 PLEASANTNESS=33.435294118;SMILES_2 PLEASANTNESS=53.265306122
105,"(E)-3,7,11,15-tetramethylhexadec-2-en-1-ol",CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C,(4-methoxyphenyl)methyl acetate,CC(=O)OCC1=CC=C(C=C1)OC,"{CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C;(E)-3,7,11,15-tetramethylhexadec-2-en-1-ol};{CC(=O)OCC1=CC=C(C=C1)OC;(4-methoxyphenyl)methyl acetate}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C or CC(=O)OCC1=CC=C(C=C1)OC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (E)-3,7,11,15-tetramethylhexadec-2-en-1-ol or (4-methoxyphenyl)methyl acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)OCC1=CC=C(C=C1)OC;(4-methoxyphenyl)methyl acetate,SMILES_1 PLEASANTNESS=27.395833333;SMILES_2 PLEASANTNESS=71.604651163
106,4-(4-hydroxyphenyl)butan-2-one,CC(=O)CCC1=CC=C(C=C1)O,methyl 2-methylsulfanylacetate,COC(=O)CSC,{CC(=O)CCC1=CC=C(C=C1)O;4-(4-hydroxyphenyl)butan-2-one};{COC(=O)CSC;methyl 2-methylsulfanylacetate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)CCC1=CC=C(C=C1)O or COC(=O)CSC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 4-(4-hydroxyphenyl)butan-2-one or methyl 2-methylsulfanylacetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(=O)CCC1=CC=C(C=C1)O;4-(4-hydroxyphenyl)butan-2-one,SMILES_1 PLEASANTNESS=49.357142857;SMILES_2 PLEASANTNESS=19.229166667
107,"butane-2,3-dione",CC(=O)C(=O)C,3-methylbutan-1-ol,CC(C)CCO,"{CC(=O)C(=O)C;butane-2,3-dione};{CC(C)CCO;3-methylbutan-1-ol}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)C(=O)C or CC(C)CCO? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: butane-2,3-dione or 3-methylbutan-1-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(C)CCO;3-methylbutan-1-ol,SMILES_1 PLEASANTNESS=26.270833333;SMILES_2 PLEASANTNESS=51.577777778
108,(2S)-2-amino-3-phenylpropanoic acid,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,1-methoxy-4-[(E)-prop-1-enyl]benzene,C/C=C/C1=CC=C(C=C1)OC,{C1=CC=C(C=C1)C[C@@H](C(=O)O)N;(2S)-2-amino-3-phenylpropanoic acid};{C/C=C/C1=CC=C(C=C1)OC;1-methoxy-4-[(E)-prop-1-enyl]benzene},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1=CC=C(C=C1)C[C@@H](C(=O)O)N or C/C=C/C1=CC=C(C=C1)OC? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (2S)-2-amino-3-phenylpropanoic acid or 1-methoxy-4-[(E)-prop-1-enyl]benzene? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",C/C=C/C1=CC=C(C=C1)OC;1-methoxy-4-[(E)-prop-1-enyl]benzene,SMILES_1 PLEASANTNESS=39.516129032;SMILES_2 PLEASANTNESS=61.266666667
109,methanol,CO,2-phenylethyl propanoate,CCC(=O)OCCC1=CC=CC=C1,{CO;methanol};{CCC(=O)OCCC1=CC=CC=C1;2-phenylethyl propanoate},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CO or CCC(=O)OCCC1=CC=CC=C1? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: methanol or 2-phenylethyl propanoate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCC(=O)OCCC1=CC=CC=C1;2-phenylethyl propanoate,SMILES_1 PLEASANTNESS=39.137931034;SMILES_2 PLEASANTNESS=54.575
110,(2S)-pyrrolidine-2-carboxylic acid,C1C[C@H](NC1)C(=O)O,2-methylpentanoic acid,CCCC(C)C(=O)O,{C1C[C@H](NC1)C(=O)O;(2S)-pyrrolidine-2-carboxylic acid};{CCCC(C)C(=O)O;2-methylpentanoic acid},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: C1C[C@H](NC1)C(=O)O or CCCC(C)C(=O)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: (2S)-pyrrolidine-2-carboxylic acid or 2-methylpentanoic acid? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCC(C)C(=O)O;2-methylpentanoic acid,SMILES_1 PLEASANTNESS=26.87755102;SMILES_2 PLEASANTNESS=50.322580645
111,"2,3-diacetyloxypropyl acetate",CC(=O)OCC(COC(=O)C)OC(=O)C,3-methylbutan-1-ol,CC(C)CCO,"{CC(=O)OCC(COC(=O)C)OC(=O)C;2,3-diacetyloxypropyl acetate};{CC(C)CCO;3-methylbutan-1-ol}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC(=O)OCC(COC(=O)C)OC(=O)C or CC(C)CCO? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2,3-diacetyloxypropyl acetate or 3-methylbutan-1-ol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC(C)CCO;3-methylbutan-1-ol,SMILES_1 PLEASANTNESS=34.12195122;SMILES_2 PLEASANTNESS=51.577777778
112,2-methoxynaphthalene,COC1=CC2=CC=CC=C2C=C1,"[(2E,4E)-hexa-2,4-dienyl] acetate",C/C=C/C=C/COC(=O)C,"{COC1=CC2=CC=CC=C2C=C1;2-methoxynaphthalene};{C/C=C/C=C/COC(=O)C;[(2E,4E)-hexa-2,4-dienyl] acetate}",odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: COC1=CC2=CC=CC=C2C=C1 or C/C=C/C=C/COC(=O)C? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 2-methoxynaphthalene or [(2E,4E)-hexa-2,4-dienyl] acetate? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",COC1=CC2=CC=CC=C2C=C1;2-methoxynaphthalene,SMILES_1 PLEASANTNESS=57.916666667;SMILES_2 PLEASANTNESS=39.653846154
113,5-methylfuran-2-carbaldehyde,CC1=CC=C(O1)C=O,3-methylbutane-1-thiol,CC(C)CCS,{CC1=CC=C(O1)C=O;5-methylfuran-2-carbaldehyde};{CC(C)CCS;3-methylbutane-1-thiol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CC1=CC=C(O1)C=O or CC(C)CCS? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 5-methylfuran-2-carbaldehyde or 3-methylbutane-1-thiol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CC1=CC=C(O1)C=O;5-methylfuran-2-carbaldehyde,SMILES_1 PLEASANTNESS=60.421052632;SMILES_2 PLEASANTNESS=14.12244898
114,3-methylbutyl octanoate,CCCCCCCC(=O)OCCC(C)C,2-tert-butyl-4-methoxyphenol,CC(C)(C)C1=C(C=CC(=C1)OC)O,{CCCCCCCC(=O)OCCC(C)C;3-methylbutyl octanoate};{CC(C)(C)C1=C(C=CC(=C1)OC)O;2-tert-butyl-4-methoxyphenol},odor_pleasantness,"Which molecule is likely to smell more pleasant to humans: CCCCCCCC(=O)OCCC(C)C or CC(C)(C)C1=C(C=CC(=C1)OC)O? Select only one of the SMILES. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.","Which molecule is likely to smell more pleasant to humans: 3-methylbutyl octanoate or 2-tert-butyl-4-methoxyphenol? Select only one of the compound names. If you had to rate the pleasantness of these molecules from 0 (extremely unpleasant) to 100 (highly pleasant), what would you assign to each? Respond with the selected compound name (the one with higher pleasantness), followed by two pleasantness values in the order the molecules are listed. Use semicolons (;) as separators. Do not write any comments.",CCCCCCCC(=O)OCCC(C)C;3-methylbutyl octanoate,SMILES_1 PLEASANTNESS=50.276595745;SMILES_2 PLEASANTNESS=37.0
